"The article presents a study on the effects of interfirm managerial social ties (IMST's) on information technology (IT) components diversity. Topics include the positive relationship between IMST's and IT components diversity, specifically for firms with centralized IT decision making, and the tendency for corporate decision makers with more diversified social connections with IT suppliers to recruit IT suppliers in a way that increases diversity of IT components and jeopardizes a firm's overall IT standardization endeavor."	wwo5n7ujjf	"EXAMINING THE EFFECTS OF INTERFIRM MANAGERIAL SOCIAL TIES ON IT COMPONENTS DIVERSITY: AN AGENCY PERSPECTIVE."
"How should digital platforms engage with and invest in their online communities to shape innovation and knowledge contributions from members in their platform ecosystems? This is an important question because user contributions are important drivers of technological progress and business value. We examine the effect of platform sponsors’ investments in online communities on user knowledge contributions, using fine-grained longitudinal data from a leading enterprise software vendor’s community network. We focus on the sponsor practice of knowledge seeding, in which its employees provide free technical support by answering questions posted in discussion forums. We define user knowledge contribution as peer-evaluated, quality-weighted solutions that community members provide to help resolve the questions their peers raise. We show that the platform sponsor’s investments in knowledge seeding have a positive, significant association with user knowledge contribution. We also find temporal and geographical variations in returns on the sponsor’s knowledge investments. Specifically, returns (i.e., amount of user contribution that is stimulated) decrease with the age of the community, consistent with the observation that the most active contributors are lead users who tend to join the community early. In addition, returns vary across different countries, such that greater returns are realized when the investment is made in countries with higher levels of information technology (IT) infrastructure, partly because country-level IT infrastructure may be associated with greater absorptive capacity of these countries. We discuss the implications for research and practice."	em34uchtdz	"PLATFORM SPONSOR INVESTMENTS AND USER CONTRIBUTIONS IN KNOWLEDGE COMMUNITIES: THE ROLE OF KNOWLEDGE SEEDING."
"Although mergers and acquisitions (M&amp;A) are a common strategy to reduce costs and pursue growth, the variance in returns from M&amp;A is very high. This research examines how information technology (IT) infrastructure flexibility affects M&amp;A. We use a combination of secondary as well as matched-pair survey data from 100 mid-size firms in Spain to investigate this relationship. The empirical analysis suggests that IT infrastructure flexibility affects M&amp;A through two key pathways: (1) a flexible IT infrastructure facilitates the development of business flexibility that provides the responsiveness to seize M&amp;A opportunities and make acquisitions, and (2) a flexible IT infrastructure facilitates the development of post-M&amp;A IT integration capability that provides the control to integrate the IT and business resources of the acquired firm and realize the economic benefits from M&amp;A."	qh56mfjaoz	"IMPACT OF INFORMATION TECHNOLOGY INFRASTRUCTURE FLEXIBILITY ON MERGERS AND ACQUISITIONS."
null	6z66b64tir	"Construction of a Relational Leadership Model Based on a Two-Stage Least Square Method and an Investigation on the Interaction Among the Factors in the Model."
"In this study, we estimate the effect of \"online following,\" a basic form of online social interaction, on members' contributions in open source software (OSS) communities, using a unique longitudinal data set containing <mark>information</mark> on over 4 million OSS developers and their social interactions over 7 years. We find that obtaining new followers in the previous month has a significant positive effect on developers' level of contribution in the current month. The effect carries over to the next month although the marginal effect decreases. We further find that the effect of new followers on their contribution level is much stronger for freelancers than those with company affiliation. In contrast to the previous literature that posited the existence of non-monetary incentives for developers who contribute to the OSS communities, our result suggests the existence of incentives that are tied to future monetary rewards for developers on these platforms. Our findings have important implications for the OSS platforms as well as the OSS community. OSS platform designers may consult our results to learn about the social features that affect members' contribution. We also encourage OSS community to use the \"following\" feature more prominently on OSS platforms to incentivize higher contribution levels to the projects."	g2hcwwhbwv	"Effect of \"Following\" on Contributions to Open Source Communities."
"Technology and media are delivering content that is transforming society. Providers must compete for consumer attention to sell their digital <mark>information</mark> goods effectively. This is challenging, since there is a high level of uncertainty associated with the consumption of such goods. Service providers often use free programming to share product <mark>information</mark>. We examine the effectiveness of content sampling strategy used for on-demand series dramas, a unique class of entertainment goods. The data were extracted from a large set of household video-on-demand (VoD) viewing records and combined with external data sources. We extended a propensity score matching (PSM) approach to handle censored data, which permitted us to explore the main causal relationships. Relevant theories in the marketing and <mark>information</mark> <mark>systems</mark> disciplines informed our research on consumer involvement and informedness for decision making under uncertainty, the consumption of <mark>information</mark> goods, and seller strategies for digital content. The results show that content sampling stimulates higher demand for series dramas, but in a more nuanced way than was expected. Samples of the series reveal quality <mark>information</mark> to consumers and allow them to assess preference fit directly. As a result, they become more informed about their purchase decisions. Also, households seem to be willing to pay more to be better informed, and informed households tend to purchase more. This suggests that content providers should invest in strategies that help consumers to understand the preference fit of <mark>information</mark> goods."	ipn6myiwin	"CONTENT SAMPLING, HOUSEHOLD INFORMEDNESS, AND THE CONSUMPTION OF DIGITAL <mark>INFORMATION</mark> GOODS."
"This article conducts a theoretical analysis and empirical study on the complex relations among five elements (leadership, followership, leader-member exchange, leadership situation, and leadership performance) based on a two-stage least square method (TSLS). Results show that in China leadership and followership are positively correlated with performance; LMX (Leader–Member eXchange) is negatively correlated with performance; LMX show significant positive correlations with leadership and followership; circle and face are positive correlated with leadership and followership, but favor is negatively correlated with leadership, followership, and LMX. Moreover, a SLRFP (Situation, Leadership, Relationship, Followership, Performance) five-force relational leadership model was constructed, revealing the core contents of relational leadership. These elements mainly include relational structure, dynamics and process, and provide a theoretical framework for establishing a unified theory of leadership based on the integration of traditional theories. The present study has high academic and favorable reference value."	pfjqrinuez	"Construction of a Relational Leadership Model Based on a Two-Stage Least Square Method and an Investigation on the Interaction Among the Factors in the Model"
"The article discusses the effects of popular television (TV) shows on online auction sales on the German website Platform.com. Topics include exogenous effects of TV viewership in relation to endogeneity issues in an <mark>instrumental</mark> <mark>variable</mark> approach, cross-media effect in relation to consumer attention, and the effects of major news and sports events on TV viewership. The impacts of the 2006 soccer World Cup and the 2008 U.S. Presidential election are addressed."	52prrv4nhj	"TV’S DIRTY LITTLE SECRET: THE NEGATIVE EFFECT OF POPULAR TV ON ONLINE AUCTION SALES."
"The increasing availability of individual-level data has raised the standards for measurability and accountability in digital advertising. Using a massive individual-level data set, our paper captures the effectiveness of display advertising across a wide range of consumer behaviors. Two unique features of our data set that distinguish this paper from prior work are (1) the information on the actual viewability of impressions as on average 55% of the display ads are not rendered viewable and (2) the duration of exposure to the display advertisements, both at the individual-user level. Employing a quasi-experiment enabled by our setting, we use difference-in-differences and corresponding matching methods as well as <mark>instrumental</mark> <mark>variable</mark> techniques to control for unobservable and observable confounders. We empirically demonstrate that mere exposure to display advertising increases users’ propensity to search for the brand and the corresponding product; consumers engage both in active search exerting effort to gather information, and in passive search using information sources that arrive exogenously. We also find statistically and economically significant effects of display advertising on increasing consumers’ propensity to make a purchase. Furthermore, our findings reveal that the longer the duration of exposure to display advertising, the more likely the consumers are to engage in direct search behaviors (e.g., direct visits) rather than indirect ones (e.g., search engine inquiries). We also study the effects of various types of display advertising (e.g., prospecting, retargeting, affiliate targeting, video advertising, etc.) and the different goals they achieve. Our framework for evaluating display advertising effectiveness constitutes a stepping stone toward causally addressing the digital attribution problem."	sv7a3bjpxf	"TOWARD A DIGITAL ATTRIBUTION MODEL: MEASURING THE IMPACT OF DISPLAY ADVERTISING ON ONLINE CONSUMER BEHAVIOR."
"The article discusses a study on the effect of information and communications technology (ICT) on the well-being of a nation with specific focus on the role of ICT in the well-established metric of the subjective well-being at the country level. It argues that ICT has broader effects on the well-being of the country by facilitating important aspects that help a country beyond its productivity like improvements in social capital, health and education."	vjlbpdameb	"DOES INFORMATION AND COMMUNICATION TECHNOLOGY LEAD TO THE WELL-BEING OF NATIONS? A COUNTRY-LEVEL EMPIRICAL INVESTIGATION."
"Marketing resource allocation has been a topic of intense scrutiny, yet the literature on the topic has not paid adequate attention to the fact that the effectiveness of marketing-mix elements varies over time. Despite the fact that firms collect volumes of data on their customers, existing estimation approaches do not readily lend themselves to modeling the temporal variations for big data and provide little guidance to managers in terms of their resource allocation decisions. We address this gap and argue that marketing-mix effectiveness varies with the evolution of the consumer–brand relationship and explicitly model these temporal variations using a time-varying effects model (TVEM) that accounts for self-selection of customers into receiving marketing communications and endogeneity of the number of such communications. The proposed TVEM framework handles the complexities associated with big data analytics and provides novel insights for data-driven decision making. We combine transaction data from a Fortune 500 retailer with demographic information obtained from Acxiom Corp for over a quarter million customers to test our framework. The results provide strong support for our proposed framework. Specifically, we find that the influence of marketing mailers, other transaction characteristics (coupon redemption, returns, and cross-buy), and demographic factors (age, income, household size, and interests) on sales varies significantly over the customer life cycle and ignoring such temporal variations can lead to gross misallocation of marketing investments. Specifically, our results suggest that firms can increase their revenues by over 17 percent by just reallocating their resources based on the proposed framework. To facilitate adoption of our proposed framework, we provide guidance and actionable insights for managerial relevance."	crveg3updf	"USING BIG DATA TO MODEL TIME-VARYING EFFECTS FOR MARKETING RESOURCE (RE)ALLOCATION."
"In this paper, we introduce a tree-based approach adjusting for observable self-selection bias in intervention studies in management research. In contrast to traditional propensity score (PS) matching methods, including those using classification trees as a subcomponent, our tree-based approach provides a standalone, automated, data-driven methodology that allows for (1) the examination of nascent interventions whose selection is difficult and costly to theoretically specify a priori, (2) detection of heterogeneous intervention effects for different preintervention profiles, (3) identification of pre-intervention variables that correlate with the self-selected intervention, and (4) visual presentation of intervention effects that is easy to discern and understand. As such, the tree-based approach is a useful tool for analyzing observational impact studies as well as for post-analysis of experimental data. The tree-based approach is particularly advantageous in the analyses of big data, or data with large sample sizes and a large number of variables. It outperforms PS in terms of computational time, data loss, and automatic capture of nonlinear relationships and heterogeneous interventions. It also requires less user specification and choices than PS, reducing potential data dredging. We discuss the performance of our method in the context of such big data and present results for very large simulated samples with many variables. We illustrate the method and the insights it yields in the context of three impact studies with different study designs: reanalysis of a field study on the effect of training on earnings, analysis of the impact of an electronic governance service in India based on a quasi-experiment, and performance comparison of contract pricing mechanisms and durations in IT outsourcing using observational data."	knsm46urej	"A TREE-BASED APPROACH FOR ADDRESSING SELF-SELECTION IN IMPACT STUDIES WITH BIG DATA."
"The article discusses a study on the effect of Internet penetration on hate crime in the U.S. between 2001 and 2008 using geographic and temporal variation in county-level broadband availability. It cites the contributions the paper aims to make such as document the relationship between the Internet and hate crime, identify conditions under which the positive relationship is present and provide insights into plausible mechanisms driving the relationship between Internet and hate crimes."	otlvz7nmvr	"THE INTERNET AND RACIAL HATE CRIME: OFFLINE SPILLOVERS FROM ONLINE ACCESS."
"In this paper, we develop conjectures for understanding how information technology (IT) strategy and IT investments jointly influence profitability and the market value of the firm. We view IT strategy as an expression of the dominant strategic objective that the firm chooses to emphasize, which can be revenue expansion, cost reduction, or a dual emphasis in which both goals are pursued. Using data from more than 300 firms in the United States, we find that at the mean value of IT investments, firms with a dual IT strategic emphasis have a higher market value as measured by Tobin's Q than firms with a revenue or a cost emphasis, but they have similar levels of profitability. Of greater importance, IT strategic emphasis plays a significant role in moderating the relationship between IT investments and firm performance. Dual-emphasis firms have a stronger IT–Tobin's Q relationship than revenue-emphasis firms. Dual-emphasis firms also have a stronger IT– profitability relationship than either revenue- or cost-emphasis firms. Overall, these findings imply that, at low levels of IT investment, the firm may need to choose between revenue expansion and cost reduction, but at higher levels of IT investment, dual-emphasis in IT strategy or IT strategic ambidexterity increasingly pays off."	4ebjjidfp5	"HOW INFORMATION TECHNOLOGY STRATEGY AND INVESTMENTS INFLUENCE FIRM PERFORMANCE: CONJECTURE AND EMPIRICAL EVIDENCE1."
"Despite a general consensus that use of information technology (IT) is an important link between IT investments and performance, the extant literature provides only a limited explanation as to when the use of IT lifts performance. We posit that the impact of knowledge management systems (KMS) usage is contingent on users' alternative sources of knowledge as well as their specific task environments. We investigate under what conditions repository KMS use leads to higher performance outcomes in a retail grocery context. We use a unique longitudinal dataset composed of objective measures of KMS use and sales performance of 273 managers over 146 weeks collected from a retail grocery chain. We obtain two main results. First, we find a diminishing impact of KMS use for managers who also use other sources of codified knowledge, namely physical or computerized alternative knowledge sources, whereas a complementary relationship seems to exist between KMS use and social sources of knowledge. Second, KMS use produces higher benefits for managers whose task environments require a greater volume of information and knowledge, but smaller benefits for those managers whose task environments demand rapidly changing information and knowledge. Our work contributes to both the IT business value and the KM literature by studying the contingent impact of IT usage while broadening the theoretical scope of the situated knowledge performance framework with a critical empirical test based on fine-grained objective and longitudinal data."	efmch46nqz	"WHEN DOES REPOSITORY KMS USE LIFT PERFORMANCE? THE ROLE OF ALTERNATIVE KNOWLEDGE SOURCES AND TASK ENVIRONMENTS."
"This paper examines multiple contract design choices in the context of transaction and relational attributes and consequent ex ante and ex post transaction costs. It focuses on two understudied themes in the IT outsourcing literature. First, while the literature is predominantly concerned with opportunism and consequent ex post hazard costs that contracts can safeguard against, parties to a contract also economize on ex ante transaction costs by their choice of contract type and contract extensiveness. Second, the literature studies the aggregate extensiveness of contracts rather than of distinct contract functions: safeguarding, coordination, and adaptability. Against this backdrop, our research model portrays a nuanced picture that is anchored in the following theoretical interpretation: transaction and relational attributes have implications on specific ex ante and ex post transaction costs, and these implications can be balanced by respective choices in both contract type and the extensiveness of specific contract functions. These two contract design choices complement and substitute for each other in their ability to economize on specific transaction costs. Our analysis of 210 software development outsourcing contracts finds that explanatory power increases when analyzing the extensiveness of individual contract functions rather than the aggregate contract extensiveness, highlighting subtle competing influences that are otherwise masked by an aggregate measure. Our analysis also shows that a preference for time-and-material contracts counteracts the effect of certain transaction attributes on contract extensiveness, and even cancels it out in the case of transaction uncertainty."	lp3ruflpij	"CONTRACT DESIGN CHOICES AND THE BALANCE OF EX ANTE AND EX POST TRANSACTION COSTS IN SOFTWARE DEVELOPMENT OUTSOURCING1."
"Knowledge sourcing strategy (KSS) is regarded as a key determinant of successful Knowledge Management (KM). However, prior research on how KSSs can improve firm performance has produced inconsistent results. This may be due to inadequate consideration of complementary and substitutable relationships in KSSs. Whereas previous studies have assessed the impact of individual KSS on firm performance, in practice firms adopt several different KSSs simultaneously. Drawing on the Knowledge-based View (KBV) and the complementarity theory, this study investigates the impact of multiple KSSs, in terms of sourcing type and origin, to develop three sets of hypotheses on complementarity and substitutability. Survey data collected from 372 firms in Korea are analyzed to test the hypotheses using the supermodularity and submodularity functions. The results confirm complementary relationships between system- and external-oriented, between person- and internal-oriented, and among system-, person-, and internal-oriented strategies, as well as substitutable relationships between person- and external-oriented strategies. Interestingly, different knowledge sourcing patterns between knowledge intensive and non-knowledge intensive environments are revealed. This study expands KM research by developing a new conceptual framework of KSSs and employing advanced analytical approaches to explore the relationships between KSSs and firm performance. It also offers valuable practical suggestions for managers in selecting successful combinations of KSSs using a judicious combination of system- and external-oriented, of person- and internal-oriented, or of system-, person-, and internal-oriented strategies."	skb446xlh5	"Complementarities and Substitutabilities Among Knowledge Sourcing Strategies and Their Impact on Firm Performance."
"Challenging conventional wisdom, we unravel three paradoxes of word of mouth (WOM) in e-commerce. Specifically,the WOM valence paradoxcontends that higher WOM valence of a product results in a larger subsequent decrease in the WOM valence of the product,the WOM volume paradoxpropounds that higher WOM volume of a product results in a smaller subsequent increase in the WOM volume of the product, andthe WOM spillover paradoxproposes that an improvement in the WOM of a product also improves the WOM of connected products in a product network. These paradoxes caution online retailers that superior WOM may at times backfire and not boost further sales. Drawing theoretical support from expectation-confirmation theory and network theory, we collect data from China’s largest business-to-consumer platform, Tmall.com, and use linear panel data models to examine WOM evolution in a product network, controlling for relevant factors at the individual product, product network, and time unit levels. Importantly, we base our identification strategies on the use of <mark>instrumental</mark> variables and the difference-in-differences estimation approach. Numerous statistical checks confirm the robustness and consistency of our findings. We contribute to a much richer theoretical understanding of WOM, by extending the applicability of expectation-confirmation theory and network theory to novel predictions and contexts, adding a dynamic perspective, unveiling three important WOM paradoxes, and offering practical insights."	jty3dsvud5	"The Paradoxes of Word of Mouth in Electronic Commerce."
"Recent years have witnessed an unprecedented explosion in <mark>information</mark> technology that enables dynamic diffusion of user-generated content in social networks. Online videos, in particular, have changed the landscape of marketing and entertainment, competing with premium content and spurring business innovations. In the present study, we examine how learning and network effects drive the diffusion of online videos. While learning happens through informational externalities, network effects are direct payoff externalities. Using a unique data set from YouTube, we empirically identify learning and network effects separately, and find that both mechanisms have statistically and economically significant effects on video views; furthermore, the mechanism that dominates depends on the video type. Specifically, although learning primarily drives the popularity of quality-oriented content, network effects also make it possible for attention-grabbing content to go viral. Theoretically, we show that, unlike the diffusion of movies, it is the combination of both learning and network effects that generate the multiplier effect for the diffusion of online videos. From a managerial perspective, providers can adopt different strategies to promote their videos accordingly, that is, signaling the quality or featuring the viewer base depending on the video type. Our results also suggest that YouTube can play a much greater role in encouraging the creation of original content by leveraging the multiplier effect."	julasxix7n	"Two Formulas for Success in Social Media: Learning and Network Effects."
"Advances in <mark>information</mark> technology bring changes to the nature of work by facilitating companies to go beyond the wisdom of their workforce and tap into the “wisdom of the crowd” via online crowdsourcing contests. In these contests, active and motivated individuals collaborate in the form of self-organized teams that compete for rewards. Using a rich data set of 732 teams in 52 contests collected from the crowdsourcing platform, Kaggle.com, from its launch in April 2010 to July 2012, we studied how the allocation of members’ social and intellectual capital within a virtual team affects team performance in online crowdsourcing contests. Our econometric analysis uses a rank-ordered logistic regression model, and suggests that the effect of a member’s social and intellectual capital on team performance varies depending on his or her roles. Though a team leader’s social capital and a team expert’s intellectual capital significantly influence team performance, a team leader’s intellectual capital and a team expert’s social capital do not. Further, we found that the alignment of a member’s social and intellectual capital within a team has a significant influence on team performance. Moreover, the intensity of the competition moderates the impact. When a contest is highly competitive, the social and intellectual capital alignment negatively affects team performance, and when the competitive intensity is low, this alignment positively affects team performance. Our findings provide insights into improving performance in team-based competitions in crowdsourcing communities."	pm65gr2zwr	"Task Division for Team Success in Crowdsourcing Contests: Resource Allocation and Alignment Effects."
"We study how the knowledge that software developers receive from other software developers in their company impacts their performance. We also study the boundary conditions of this relationship. The results of our empirical study indicate that receiving knowledge from other software developers in the company is positively related to the performance of the knowledge-receiving software developers. Moreover, this relationship was stronger when the software developers had high rather than low task autonomy, when they had high- rather than low-quality social exchanges with their supervisors, and when the software development firms used formal knowledge utilization processes. Theoretically, these results contribute to a better understanding of the processes through which software developers utilize the knowledge that they receive from their peers in the firm. Practically, they show software development firms how emphasizing the task, social, and institutional dimensions of the software development process can help them increase knowledge utilization and performance in software development."	kx2bhl5yfn	"Contextualized Relationship Between Knowledge Sharing and Performance in Software Development."
"Motivated by the wide dispersion in the returns on the use of <mark>information</mark> technology (IT) across industries, we conduct an industry-level examination of IT return and risk, focusing on the moderating role of industry competition, regulation, and technological change. We address the following research questions: What is the impact of IT investment on the return and risk dimensions of industry financial performance? How do industry characteristics moderate the relationship between IT investment and industry performance? Our analysis of these questions finds that higher levels of industry competition are associated with higher IT productivity (contribution of IT to value-added output), lower IT profitability (contribution of IT to industry average return on assets [ROA]), and higher IT risk (contribution of IT to ex ante variability of ROA). This is consistent with the notion that competition induces riskier IT investments, despite the fact that returns tend to be competed away. Higher levels of industry regulation are associated with lower IT returns in both productivity and profitability, but also lower IT risk. Finally, a higher rate of technological change induces both higher IT returns and higher IT risk. A variety of tests indicate that our results are robust. Our results shed light on factors that drive variation in IT performance across industries, and provide useful industry-level performance benchmarks of the return and risk impacts of IT investments."	rfkl2o6myv	"Industry-Level Analysis of <mark>Information</mark> Technology Return and Risk: What Explains the Variation?"
"Our objective in this paper is to assess the values of online user reviews for movies compared with the sales impact of post-release ad spending for movies. We use weekly box-office sales and ad spending data for 304 movies released in the U.S. along with online ratings and user characteristics from a social network site for movies. By exploiting the fixed-effects two-stage <mark>instrumental</mark> <mark>variable</mark> approach to account for movie heterogeneity and simultaneous relationships among user reviews, ad spending and sales, we found that improving the volume and valence of ratings can have the equivalent effect that ad spending can provide."	qf7q6gn6pb	"The Economic Value of Online User Reviews with Ad Spending on Movie Box-Office Sales"
"The Internet has presumably created a level playing field that allows any service provider across the globe to compete for contracts on online outsourcing platforms for <mark>information</mark> technology (IT) services. In this paper, we empirically examine (a) how country (language, time zone, cultural) differences and the country's IT development affect buyers' selection of service providers in online outsourcing platforms; and (b) how the reputation of service providers moderates the proposed effects of country differences and the country's IT development. We integrated a unique data set formed by a sample of 11,541 software development projects from an online outsourcing platform matched with archival sources on the language, time zone, culture, and IT development of countries. Since price is typically endogenous in any supply demand system, we used the exogenous variation of the normalized exchange rate of the currency among countries, as a 'cost-shifter' type <mark>instrumental</mark> <mark>variable</mark> (IV) for econometric identification. Our panel data analyses results (both with and without IV) show that buyers are negatively affected by country differences in terms of language, time zone, and culture, and prefer service providers from countries with higher IT development. Notably, the reputation of service providers attenuates the negative effects of language and cultural (but not time zone) differences, while it substitutes the positive effect of the country's IT development. We discuss the study's theoretical and managerial implications for understanding the global dynamics of online outsourcing platforms and better designing these platforms. The online appendix is available at ."	ms3fr3n5kr	"On Buyer Selection of Service Providers in Online Outsourcing Platforms for IT Services."
"We empirically examine the impact of expanded product variety on demand concentration using large data sets from the movie rental industry as our test bed. We find that product variety is likely to increase demand concentration, which goes against the 'long tail effect' theory predicting that demand will become less concentrated on 'hit' products because of expanded product variety. We further provide evidence that this finding is not due to introducing many low-selling niche products, as the intuition might suggest. Instead, we discover that increasing product variety diversifies the demand away from each movie title, but less significantly for hits than for niche products. In particular, we find that increasing product variety by 1,000 titles may increase the Gini coefficient of DVD rentals by 0.0029, which translates to increasing the market share of the top 1% of DVDs by 1.96% and the market share of the top 10% of DVDs by 0.58%. At the same time, the market share of the bottom 1% of DVDs is reduced by 21.29%, while the market share of the bottom 10% of DVDs is reduced by 5.28%. We rule out alternative explanations using a variety of long tail metrics, capturing movie format/distribution channel interaction and customer heterogeneity, while making use of <mark>instrumental</mark> variables."	up5fzpgkd5	"Is Tom Cruise Threatened? An Empirical Study of the Impact of Product Variety on Demand Concentration."
"We study social influence in an online music community. In this community, users can listen to and 'favorite' (or like) songs and follow the favoriting behavior of their social network friends-and the community as a whole. From an individual user's perspective, two types of <mark>information</mark> on peer consumption are salient for each song: total number of favorites by the community as a whole and favoriting by their social network friends. Correspondingly, we study two types of social influence: popularity influence, driven by the total number of favorites from the community as a whole, and proximity influence, due to the favoriting behavior of immediate social network friends. Our quasi-experimental <mark>research</mark> design applies a variety of empirical methods to highly granular data from an online music community. Our analysis finds robust evidence of both popularity and proximity influence. Furthermore, popularity influence is more important for narrow-appeal music compared to broad-appeal music. Finally, the two types of influence are substitutes for one another, and proximity influence, when available, dominates the effect of popularity influence. We discuss implications for design and marketing strategies for online communities, such as the one studied in this paper."	juccomuabr	"Popularity or Proximity: Characterizing the Nature of Social Influence in an Online Music Community."
"Prior <mark>research</mark> at the firm level finds <mark>information</mark> technology (IT) to be a net substitute for both labor and non-IT capital inputs. However, it is unclear whether these results hold, given recent IT innovations and continued price declines. In this study we extend prior <mark>research</mark> to examine whether these input relationships have evolved over time. First, we introduce new price indexes to account for varying technological progress across different types of IT hardware. Second, we use the rental price methodology to measure capital in terms of the flow of services provided. Finally, we use hedonic methods to extend our IT measures to 1998, enabling analysis spanning the emergence of the Internet. Analyzing approximately 9,800 observations from over 800 Fortune 1,000 firms for the years 1987-1998, we find firm demand for IT to be elastic for decentralized IT and inelastic for centralized IT. Moreover, Allen Elasticity of Substitution estimates confirm that through labor substitution, the increasing factor share of IT comes at the expense of labor. Last, we identify a complementary relationship between IT and ordinary capital, suggesting an evolution in this relationship as firms have shifted to more decentralized organizational forms. We discuss these results in terms of prior <mark>research</mark>, suggest areas of future <mark>research</mark>, and discuss managerial implications."	hti44wdyij	"Does Technological Progress Alter the Nature of <mark>Information</mark> Technology as a Production Input? New Evidence and New Results."
"A key aspect of better and more secure software is timely patch release by software vendors for the vulnerabilities in their products. Software vulnerability disclosure, which refers to the publication of vulnerability <mark>information</mark>, has generated intense debate. An important consideration in this debate is the behavior of software vendors. How quickly do vendors patch vulnerabilities and how does disclosure affect patch release time? This paper compiles a unique data set from the Computer Emergency Response Team/Coordination Center (CERT) and SecurityFocus to answer this question. Our results suggest that disclosure accelerates patch release. The instantaneous probability of releasing the patch rises by nearly two and a half times because of disclosure. Open source vendors release patches more quickly than closed source vendors. Vendors are more responsive to more severe vulnerabilities. We also find that vendors respond more slowly to vulnerabilities not disclosed by CERT. We verify our results by using another publicly available data set and find that results are consistent. We also show how our estimates can aid policy makers in their decision making. Key words: security vulnerability; disclosure policy; patch release time; open source vendors; <mark>information</mark> security; software vendors; hazard model History: Sanjeev Dewan, Senior Editor; Gautam Ray, Associate Editor. This paper was received on November 1, 2006, and was with the authors 6 months for 2 revisions. Published online in Articles in Advance June 12, 2009."	oa25ucpcjz	"An empirical analysis of software vendors' patch release behavior: impact of vulnerability disclosure"
"This paper examines the effect of the freemium strategy on Google Play, an online marketplace for Android mobile applications. By analyzing a large panel data set consisting of 711 ranked mobile apps, we found that the freemium strategy is positively associated with increased sales of the paid mobile apps. Positive trial experience as represented by high review rating of the free version of a mobile app leads to higher sales of its paid version, whereas high visibility of the free version of a mobile app as represented by its product rank does not have a significant impact on the sales of its paid version. This finding suggests that although offering a free trial version is a viable way to improve the visibility of a mobile app, offering a quality free app is more important in boosting sales of the paid app. Moreover, we found that the impact of review rating is reduced when the free version is offered, or when the mobile app is a hedonic app, because consumers have the ability to experience the app themselves before purchase. These findings extend understanding of the freemium business model to include a market characterized by simultaneous intramarket competition for both the freemium and paid products and demonstrate how such dynamics may influence sales of the paid products."	4k3joxqivj	"Effects of Freemium Strategy in the Mobile App Market: An Empirical Study of Google Play."
"While profitable business models elude many virtual worlds, sales of virtual products are a potentially lucrative source of revenue. One new addition to this strategy is virtual gifting, whereby users purchase virtual products to give to other users. The monetary value of such virtual good transactions is economically significant but no prior study has examined this phenomenon in a strictly virtual context. We apply theory from the economics literature to examine gifting behavior in a virtual world in which users' social status is reflected in observable social connections (friendships) and interactions (personal messages). We find strong evidence that gifting is associated with future enhancements of the gift giver's social status, consistent with a social status-seeking motivation, thus confirming a theorized behavior that is difficult to study in the real world. Our study has implications for system proprietors and managers because we show that gift giving increases system use continuance. We identify various antecedents of gift giving, which may assist a manager in identifying users who are most inclined to give gifts and enable the manager to signal the social exchange benefits to users as a way of improving their social connections."	yndoilmikz	"Gifting and Status in Virtual Worlds."
"Product sales via sponsored keyword advertising on search engines rely on an effective selection of keywords that describe the offerings. In this study, we consider both the direct sales of the advertised products and indirect sales (i.e., cross-selling) of other products, and examine how specific keywords and general keywords influence these two types of sales differently. We also examine how the cross-selling effects may vary across different types of products (main products and accessories). Our results suggest that the use of specific keywords leans toward improving the direct sales of advertised products, while the use of general keywords leans toward improving the indirect sales of other products. The contribution of keywords to indirect sales is influenced by product type. For main products, the use of specific keywords generates a higher marginal contribution to indirect sales than that of general keywords. For accessory products, the use of general keywords generates a higher marginal contribution to indirect sales than that of specific keywords. The key implication of this study is that sellers focusing on different types of sales (direct or indirect sales) or products (main or accessory products) should consider using different types of keywords in search engine advertising to drive sales."	ba3m33lcqf	"Differential Effects of Keyword Selection in Search Engine Advertising on Direct and Indirect Sales."
"In this paper, we study estimation of a partially specified spatial autoregressive model with heteroskedasticity error term. Under the assumption of exogenous regressors and exogenous spatial weighting matrix, we propose an <mark>instrumental</mark> <mark>variable</mark> estimation. Under some sufficient conditions, we show that the proposed estimator for the finite dimensional parameter is root-nconsistent and asymptotically normally distributed and the proposed estimator for the unknown function is consistent and also asymptotically distributed though at a rate slower than root-n. Monte Carlo simulations verify our theory and the results suggest that the proposed method has some practical value."	c7dplhzoz5	"Estimation of Partially Specified Spatial Autoregressive Model"
null	4ifdzkj2cj	"Integration between Mathematical Programming and Fuzzy Logic to Optimize Consumers Behavior."
"In this paper, we study estimation of a partially specified spatial autoregressive model with heteroskedasticity error term. Under the assumption of exogenous regressors and exogenous spatial weighting matrix, we propose an <mark>instrumental</mark> <mark>variable</mark> estimation. Under some sufficient conditions, we show that the proposed estimator for the finite dimensional parameter is root-n consistent and asymptotically normally distributed and the proposed estimator for the unknown function is consistent and also asymptotically distributed though at a rate slower than root-n. Monte Carlo simulations verify our theory and the results suggest that the proposed method has some practical value."	ue45pa7eqz	"Estimation of Partially Specified Spatial Autoregressive Model"
